id,item_id,date,quantity,cost (CLP),delivery_date
25557,1804,5/11/2020,18,173376,5/18/2020
25558,1835,5/11/2020,8,920136,5/24/2020
25559,1809,5/11/2020,7,145117,5/14/2020
25560,1796,5/11/2020,3,23784,5/18/2020
25561,1792,5/11/2020,7,47033,5/17/2020
25562,1824,5/11/2020,15,89520,5/23/2020
25563,1795,5/11/2020,11,40832,5/17/2020
25564,1831,5/11/2020,9,153441,5/21/2020
25565,1803,5/11/2020,8,44256,5/17/2020
25566,1848,5/11/2020,9,47331,5/17/2020
25567,1816,5/11/2020,2,36592,5/19/2020
25568,1829,5/11/2020,19,119434,5/22/2020
25569,1858,5/11/2020,1,51711,5/22/2020
25570,1847,5/11/2020,16,101152,5/17/2020
25571,1832,5/11/2020,11,387310,5/18/2020
25572,1805,5/11/2020,17,52581,5/26/2020
25573,1801,5/11/2020,13,26780,5/18/2020
25574,1842,5/11/2020,7,86674,5/21/2020
25575,1843,5/11/2020,3,37593,5/16/2020
25576,1785,5/11/2020,41,691055,5/22/2020
25577,1808,5/11/2020,7,851578,5/17/2020
25578,1828,5/11/2020,30,597780,5/16/2020
25579,1789,5/11/2020,27,629856,5/22/2020
25580,1793,5/11/2020,18,27936,5/19/2020
25581,1853,5/11/2020,82,3454332,5/18/2020
25582,1786,5/11/2020,23,306038,5/20/2020
25583,1825,5/11/2020,13,67886,5/21/2020
25584,1854,5/11/2020,3,8955,5/16/2020
25585,1841,5/11/2020,2,44576,5/16/2020
25586,1818,5/11/2020,67,1829703,5/19/2020
25587,1827,5/11/2020,14,188272,5/17/2020
25588,1852,5/11/2020,1,53688,5/26/2020
25589,1787,5/11/2020,8,134304,5/14/2020
25590,1822,5/11/2020,13,59943,5/20/2020
25591,1840,5/11/2020,2,40276,5/15/2020
25592,1806,5/11/2020,1,12097,5/18/2020
25593,1791,5/18/2020,6,22332,5/28/2020
25594,1798,5/18/2020,13,239200,6/2/2020
25595,1812,5/18/2020,8,121480,5/23/2020
25596,1802,5/18/2020,11,38841,5/26/2020
25597,1809,5/18/2020,9,186579,6/2/2020
25598,1788,5/18/2020,18,604782,5/23/2020
25599,1857,5/18/2020,17,596904,5/24/2020
25600,1796,5/18/2020,3,23784,5/22/2020
25601,1820,5/18/2020,15,190950,5/27/2020
25602,1823,5/18/2020,10,162310,5/24/2020
25603,1792,5/18/2020,10,67190,6/3/2020
25604,1856,5/18/2020,2,14778,5/27/2020
25605,1846,5/18/2020,12,164448,5/27/2020
25606,1795,5/18/2020,4,14848,5/25/2020
25607,1803,5/18/2020,3,16596,5/26/2020
25608,1794,5/18/2020,17,61727,5/22/2020
25609,1811,5/18/2020,16,89632,5/24/2020
25610,1799,5/18/2020,51,1580031,5/27/2020
25611,1850,5/18/2020,27,919890,5/25/2020
25612,1844,5/18/2020,12,190908,5/27/2020
25613,1847,5/18/2020,16,101152,5/23/2020
25614,1855,5/18/2020,11,36003,5/26/2020
25615,1830,5/18/2020,17,85051,5/25/2020
25616,1845,5/18/2020,4,64740,5/23/2020
25617,1826,5/18/2020,4,13356,5/28/2020
25618,1801,5/18/2020,6,12360,5/31/2020
25619,1851,5/18/2020,33,1571394,5/25/2020
25620,1843,5/18/2020,8,100248,5/21/2020
25621,1828,5/18/2020,30,597780,5/30/2020
25622,1790,5/18/2020,28,1149036,5/24/2020
25623,1853,5/18/2020,6,252756,5/21/2020
25624,1849,5/18/2020,16,659280,5/29/2020
25625,1817,5/18/2020,48,905040,5/30/2020
25626,1854,5/18/2020,16,47760,5/24/2020
25627,1841,5/18/2020,7,156016,5/26/2020
25628,1827,5/18/2020,10,134480,5/27/2020
25629,1813,5/18/2020,17,46767,5/24/2020
25630,1800,5/18/2020,21,506625,5/25/2020
25631,1787,5/18/2020,4,67152,5/31/2020
25632,1797,5/18/2020,7,27958,5/30/2020
25633,1840,5/18/2020,7,140966,5/26/2020
25634,1821,5/18/2020,12,28572,5/22/2020
25635,1806,5/18/2020,5,60485,5/31/2020
25636,1812,5/25/2020,14,212590,6/8/2020
25637,1810,5/25/2020,1,6705,6/1/2020
25638,1804,5/25/2020,1,9632,6/4/2020
25639,1788,5/25/2020,16,537584,6/5/2020
25640,1796,5/25/2020,6,47568,6/5/2020
25641,1823,5/25/2020,5,81155,6/1/2020
25642,1824,5/25/2020,9,53712,6/6/2020
25643,1795,5/25/2020,7,25984,6/4/2020
25644,1831,5/25/2020,26,443274,5/30/2020
25645,1794,5/25/2020,5,18155,6/4/2020
25646,1811,5/25/2020,4,22408,6/3/2020
25647,1848,5/25/2020,10,52590,5/31/2020
25648,1815,5/25/2020,15,260445,6/2/2020
25649,1850,5/25/2020,5,170350,6/2/2020
25650,1816,5/25/2020,5,91480,6/1/2020
25651,1829,5/25/2020,13,81718,5/31/2020
25652,1858,5/25/2020,1,51711,6/4/2020
25653,1847,5/25/2020,3,18966,6/5/2020
25654,1836,5/25/2020,1,19089,6/4/2020
25655,1830,5/25/2020,8,40024,6/1/2020
25656,1845,5/25/2020,2,32370,6/3/2020
25657,1851,5/25/2020,24,1142832,6/6/2020
25658,1842,5/25/2020,8,99056,6/3/2020
25659,1785,5/25/2020,25,421375,5/29/2020
25660,1808,5/25/2020,1,121654,6/5/2020
25661,1790,5/25/2020,27,1107999,5/28/2020
25662,1789,5/25/2020,36,839808,6/3/2020
25663,1793,5/25/2020,23,35696,5/31/2020
25664,1853,5/25/2020,34,1432284,6/2/2020
25665,1819,5/25/2020,32,272704,6/3/2020
25666,1786,5/25/2020,32,425792,6/2/2020
25667,1825,5/25/2020,1,5222,6/2/2020
25668,1854,5/25/2020,13,38805,6/3/2020
25669,1818,5/25/2020,59,1611231,6/6/2020
25670,1813,5/25/2020,14,38514,5/31/2020
25671,1800,5/25/2020,15,361875,6/2/2020
25672,1822,5/25/2020,2,9222,6/1/2020
25673,1821,5/25/2020,11,26191,5/28/2020
25674,1791,6/1/2020,15,55830,6/12/2020
25675,1860,6/1/2020,24,293136,6/11/2020
25676,1802,6/1/2020,3,10593,6/7/2020
25677,1820,6/1/2020,4,50920,6/12/2020
25678,1823,6/1/2020,2,32462,6/11/2020
25679,1856,6/1/2020,12,88668,6/9/2020
25680,1863,6/1/2020,16,56288,6/5/2020
25681,1846,6/1/2020,3,41112,6/5/2020
25682,1831,6/1/2020,18,306882,6/7/2020
25683,1848,6/1/2020,9,47331,6/8/2020
25684,1799,6/1/2020,39,1208259,6/8/2020
25685,1859,6/1/2020,3,408870,6/7/2020
25686,1829,6/1/2020,11,69146,6/5/2020
25687,1855,6/1/2020,11,36003,6/6/2020
25688,1830,6/1/2020,16,80048,6/17/2020
25689,1805,6/1/2020,5,15465,6/14/2020
25690,1826,6/1/2020,9,30051,6/10/2020
25691,1801,6/1/2020,44,90640,6/8/2020
25692,1843,6/1/2020,2,25062,6/8/2020
25693,1785,6/1/2020,28,471940,6/11/2020
25694,1828,6/1/2020,62,1235412,6/8/2020
25695,1790,6/1/2020,59,2421183,6/10/2020
25696,1793,6/1/2020,5,7760,6/9/2020
25697,1849,6/1/2020,39,1606995,6/6/2020
25698,1867,6/1/2020,24,299928,6/7/2020
25699,1869,6/1/2020,14,15890,6/9/2020
25700,1817,6/1/2020,21,395955,6/5/2020
25701,1841,6/1/2020,16,356608,6/10/2020
25702,1827,6/1/2020,22,295856,6/11/2020
25703,1813,6/1/2020,13,35763,6/4/2020
25704,1861,6/1/2020,24,317376,6/7/2020
25705,1852,6/1/2020,15,805320,6/13/2020
25706,1787,6/1/2020,6,100728,6/6/2020
25707,1797,6/1/2020,32,127808,6/12/2020
25708,1866,6/1/2020,3,39543,6/11/2020
25709,1840,6/1/2020,2,40276,6/8/2020
25710,1821,6/1/2020,11,26191,6/7/2020
25711,1806,6/1/2020,2,24194,6/13/2020
25712,1798,6/8/2020,24,441600,6/13/2020
25713,1812,6/8/2020,17,258145,6/19/2020
25714,1804,6/8/2020,4,38528,6/16/2020
25715,1802,6/8/2020,2,7062,6/22/2020
25716,1809,6/8/2020,28,580468,6/12/2020
25717,1788,6/8/2020,58,1948742,6/15/2020
25718,1796,6/8/2020,29,229912,6/14/2020
25719,1792,6/8/2020,27,181413,6/14/2020
25720,1824,6/8/2020,1,5968,6/12/2020
25721,1795,6/8/2020,39,144768,6/17/2020
25722,1831,6/8/2020,18,306882,6/14/2020
25723,1803,6/8/2020,1,5532,6/20/2020
25724,1794,6/8/2020,25,90775,6/16/2020
25725,1811,6/8/2020,12,67224,6/13/2020
25726,1848,6/8/2020,10,52590,6/15/2020
25727,1799,6/8/2020,4,123924,6/13/2020
25728,1850,6/8/2020,54,1839780,6/13/2020
25729,1844,6/8/2020,10,159090,6/12/2020
25730,1829,6/8/2020,6,37716,6/16/2020
25731,1847,6/8/2020,13,82186,6/11/2020
25732,1832,6/8/2020,2,70420,6/14/2020
25733,1845,6/8/2020,5,80925,6/11/2020
25734,1801,6/8/2020,9,18540,6/16/2020
25735,1851,6/8/2020,66,3142788,6/16/2020
25736,1842,6/8/2020,7,86674,6/14/2020
25737,1828,6/8/2020,33,657558,6/16/2020
25738,1789,6/8/2020,32,746496,6/15/2020
25739,1853,6/8/2020,98,4128348,6/16/2020
25740,1819,6/8/2020,9,76698,6/13/2020
25741,1849,6/8/2020,15,618075,6/12/2020
25742,1786,6/8/2020,33,439098,6/18/2020
25743,1825,6/8/2020,12,62664,6/14/2020
25744,1817,6/8/2020,14,263970,6/20/2020
25745,1854,6/8/2020,34,101490,6/16/2020
25746,1818,6/8/2020,42,1146978,6/19/2020
25747,1813,6/8/2020,12,33012,6/17/2020
25748,1800,6/8/2020,29,699625,6/11/2020
25749,1787,6/8/2020,7,117516,6/20/2020
25750,1822,6/8/2020,10,46110,6/19/2020
25751,1840,6/8/2020,6,120828,6/13/2020
25752,1821,6/8/2020,6,14286,6/17/2020
25753,1791,6/15/2020,37,137714,6/20/2020
25754,1798,6/15/2020,16,294400,6/20/2020
25755,1810,6/15/2020,6,40230,6/21/2020
25756,1809,6/15/2020,11,228041,6/23/2020
25757,1788,6/15/2020,18,604782,6/24/2020
25758,1796,6/15/2020,6,47568,6/25/2020
25759,1820,6/15/2020,17,216410,6/25/2020
25760,1823,6/15/2020,18,292158,6/26/2020
25761,1792,6/15/2020,2,13438,6/20/2020
25762,1856,6/15/2020,7,51723,6/29/2020
25763,1846,6/15/2020,12,164448,6/21/2020
25764,1824,6/15/2020,3,17904,6/18/2020
25765,1831,6/15/2020,18,306882,6/25/2020
25766,1811,6/15/2020,3,16806,6/20/2020
25767,1848,6/15/2020,3,15777,7/1/2020
25768,1799,6/15/2020,22,681582,6/26/2020
25769,1815,6/15/2020,10,173630,6/20/2020
25770,1850,6/15/2020,14,476980,6/21/2020
25771,1858,6/15/2020,1,51711,6/21/2020
25772,1847,6/15/2020,9,56898,6/19/2020
25773,1855,6/15/2020,6,19638,6/23/2020
25774,1836,6/15/2020,1,19089,6/21/2020
25775,1832,6/15/2020,11,387310,6/22/2020
25776,1845,6/15/2020,5,80925,6/29/2020
25777,1805,6/15/2020,1,3093,6/22/2020
25778,1826,6/15/2020,5,16695,6/18/2020
25779,1843,6/15/2020,7,87717,6/26/2020
25780,1785,6/15/2020,31,522505,6/22/2020
25781,1790,6/15/2020,54,2215998,6/20/2020
25782,1789,6/15/2020,14,326592,6/21/2020
25783,1793,6/15/2020,19,29488,6/22/2020
25784,1819,6/15/2020,5,42610,6/24/2020
25785,1849,6/15/2020,21,865305,6/29/2020
25786,1825,6/15/2020,3,15666,6/27/2020
25787,1841,6/15/2020,15,334320,6/22/2020
25788,1827,6/15/2020,25,336200,6/26/2020
25789,1852,6/15/2020,4,214752,6/22/2020
25790,1800,6/15/2020,14,337750,6/18/2020
25791,1797,6/15/2020,18,71892,6/22/2020
25792,1840,6/15/2020,1,20138,6/29/2020
25793,1806,6/15/2020,12,145164,6/25/2020
25794,1791,6/22/2020,2,7444,6/27/2020
25795,1798,6/22/2020,13,239200,6/29/2020
25796,1812,6/22/2020,24,364440,6/29/2020
25797,1810,6/22/2020,1,6705,6/29/2020
25798,1804,6/22/2020,7,67424,6/27/2020
25799,1835,6/22/2020,19,2185323,6/27/2020
25800,1802,6/22/2020,7,24717,7/6/2020
25801,1792,6/22/2020,10,67190,6/29/2020
25802,1846,6/22/2020,13,178152,6/26/2020
25803,1824,6/22/2020,8,47744,7/1/2020
25804,1795,6/22/2020,8,29696,7/7/2020
25805,1803,6/22/2020,8,44256,7/1/2020
25806,1794,6/22/2020,13,47203,6/26/2020
25807,1811,6/22/2020,5,28010,7/1/2020
25808,1815,6/22/2020,4,69452,6/28/2020
25809,1850,6/22/2020,15,511050,6/30/2020
25810,1844,6/22/2020,3,47727,6/30/2020
25811,1816,6/22/2020,2,36592,6/25/2020
25812,1829,6/22/2020,7,44002,6/28/2020
25813,1847,6/22/2020,11,69542,6/28/2020
25814,1830,6/22/2020,34,170102,6/28/2020
25815,1805,6/22/2020,5,15465,6/28/2020
25816,1826,6/22/2020,7,23373,7/5/2020
25817,1801,6/22/2020,11,22660,7/5/2020
25818,1839,6/22/2020,1,71027,7/1/2020
25819,1851,6/22/2020,24,1142832,7/2/2020
25820,1842,6/22/2020,6,74292,6/27/2020
25821,1828,6/22/2020,63,1255338,6/27/2020
25822,1790,6/22/2020,11,451407,7/2/2020
25823,1789,6/22/2020,13,303264,6/30/2020
25824,1793,6/22/2020,11,17072,6/30/2020
25825,1853,6/22/2020,54,2274804,6/27/2020
25826,1786,6/22/2020,15,199590,6/29/2020
25827,1817,6/22/2020,44,829620,7/4/2020
25828,1854,6/22/2020,31,92535,7/2/2020
25829,1841,6/22/2020,2,44576,6/26/2020
25830,1818,6/22/2020,42,1146978,6/28/2020
25831,1813,6/22/2020,28,77028,7/7/2020
25832,1800,6/22/2020,21,506625,6/29/2020
25833,1822,6/22/2020,10,46110,6/29/2020
25834,1797,6/22/2020,13,51922,7/3/2020
25835,1821,6/22/2020,24,57144,6/26/2020
25836,1791,6/29/2020,10,37220,7/12/2020
25837,1798,6/29/2020,10,184000,7/13/2020
25838,1812,6/29/2020,11,167035,7/6/2020
25839,1810,6/29/2020,6,40230,7/3/2020
25840,1809,6/29/2020,6,124386,7/9/2020
25841,1788,6/29/2020,29,974371,7/8/2020
25842,1796,6/29/2020,5,39640,7/4/2020
25843,1820,6/29/2020,7,89110,7/7/2020
25844,1792,6/29/2020,5,33595,7/13/2020
25845,1856,6/29/2020,6,44334,7/15/2020
25846,1831,6/29/2020,24,409176,7/4/2020
25847,1794,6/29/2020,4,14524,7/6/2020
25848,1799,6/29/2020,21,650601,7/5/2020
25849,1815,6/29/2020,8,138904,7/5/2020
25850,1816,6/29/2020,7,128072,7/7/2020
25851,1829,6/29/2020,2,12572,7/4/2020
25852,1847,6/29/2020,14,88508,7/6/2020
25853,1855,6/29/2020,7,22911,7/10/2020
25854,1832,6/29/2020,13,457730,7/10/2020
25855,1845,6/29/2020,21,339885,7/8/2020
25856,1805,6/29/2020,3,9279,7/2/2020
25857,1843,6/29/2020,2,25062,7/10/2020
25858,1785,6/29/2020,14,235970,7/10/2020
25859,1828,6/29/2020,3,59778,7/8/2020
25860,1853,6/29/2020,13,547638,7/5/2020
25861,1819,6/29/2020,27,230094,7/7/2020
25862,1849,6/29/2020,18,741690,7/7/2020
25863,1786,6/29/2020,23,306038,7/7/2020
25864,1825,6/29/2020,8,41776,7/4/2020
25865,1841,6/29/2020,7,156016,7/6/2020
25866,1818,6/29/2020,32,873888,7/5/2020
25867,1827,6/29/2020,24,322752,7/3/2020
25868,1852,6/29/2020,1,53688,7/5/2020
25869,1800,6/29/2020,2,48250,7/3/2020
25870,1787,6/29/2020,5,83940,7/3/2020
25871,1860,7/6/2020,23,280922,7/11/2020
25872,1812,7/6/2020,10,151850,7/13/2020
25873,1804,7/6/2020,2,19264,7/13/2020
25874,1802,7/6/2020,16,56496,7/11/2020
25875,1796,7/6/2020,29,229912,7/12/2020
25876,1863,7/6/2020,15,52770,7/19/2020
25877,1831,7/6/2020,7,119343,7/12/2020
25878,1794,7/6/2020,26,94406,7/9/2020
25879,1811,7/6/2020,5,28010,7/12/2020
25880,1848,7/6/2020,31,163029,7/11/2020
25881,1799,7/6/2020,28,867468,7/21/2020
25882,1850,7/6/2020,56,1907920,7/10/2020
25883,1844,7/6/2020,23,365907,7/10/2020
25884,1829,7/6/2020,11,69146,7/15/2020
25885,1847,7/6/2020,7,44254,7/10/2020
25886,1830,7/6/2020,11,55033,7/13/2020
25887,1805,7/6/2020,3,9279,7/19/2020
25888,1801,7/6/2020,51,105060,7/12/2020
25889,1833,7/6/2020,1,92867,7/14/2020
25890,1851,7/6/2020,54,2571372,7/12/2020
25891,1790,7/6/2020,90,3693330,7/12/2020
25892,1789,7/6/2020,37,863136,7/15/2020
25893,1793,7/6/2020,13,20176,7/11/2020
25894,1853,7/6/2020,64,2696064,7/11/2020
25895,1867,7/6/2020,28,349916,7/14/2020
25896,1869,7/6/2020,10,11350,7/17/2020
25897,1825,7/6/2020,2,10444,7/18/2020
25898,1817,7/6/2020,46,867330,7/16/2020
25899,1854,7/6/2020,25,74625,7/10/2020
25900,1841,7/6/2020,3,66864,7/15/2020
25901,1818,7/6/2020,11,300399,7/14/2020
25902,1827,7/6/2020,9,121032,7/20/2020
25903,1861,7/6/2020,21,277704,7/15/2020
25904,1852,7/6/2020,9,483192,7/10/2020
25905,1800,7/6/2020,28,675500,7/14/2020
25906,1787,7/6/2020,3,50364,7/18/2020
25907,1797,7/6/2020,26,103844,7/17/2020
25908,1866,7/6/2020,3,39543,7/12/2020
25909,1840,7/6/2020,12,241656,7/11/2020
25910,1806,7/6/2020,15,181455,7/14/2020
25911,1791,7/13/2020,29,107938,7/20/2020
25912,1798,7/13/2020,15,276000,7/29/2020
25913,1812,7/13/2020,14,212590,7/19/2020
25914,1804,7/13/2020,8,77056,7/20/2020
25915,1802,7/13/2020,3,10593,7/20/2020
25916,1809,7/13/2020,14,290234,7/25/2020
25917,1788,7/13/2020,60,2015940,7/17/2020
25918,1796,7/13/2020,1,7928,7/20/2020
25919,1820,7/13/2020,24,305520,7/21/2020
25920,1792,7/13/2020,28,188132,7/17/2020
25921,1846,7/13/2020,5,68520,7/19/2020
25922,1824,7/13/2020,4,23872,7/19/2020
25923,1795,7/13/2020,51,189312,7/26/2020
25924,1831,7/13/2020,9,153441,7/18/2020
25925,1794,7/13/2020,7,25417,7/23/2020
25926,1811,7/13/2020,8,44816,7/17/2020
25927,1848,7/13/2020,9,47331,7/19/2020
25928,1850,7/13/2020,17,579190,7/19/2020
25929,1816,7/13/2020,6,109776,7/21/2020
25930,1847,7/13/2020,6,37932,7/19/2020
25931,1855,7/13/2020,14,45822,7/25/2020
25932,1830,7/13/2020,6,30018,7/22/2020
25933,1832,7/13/2020,28,985880,7/22/2020
25934,1845,7/13/2020,11,178035,7/17/2020
25935,1826,7/13/2020,3,10017,7/22/2020
25936,1801,7/13/2020,5,10300,7/23/2020
25937,1851,7/13/2020,15,714270,7/18/2020
25938,1842,7/13/2020,11,136202,7/20/2020
25939,1843,7/13/2020,17,213027,7/21/2020
25940,1785,7/13/2020,34,573070,7/20/2020
25941,1828,7/13/2020,53,1056078,7/24/2020
25942,1790,7/13/2020,34,1395258,7/20/2020
25943,1793,7/13/2020,10,15520,7/21/2020
25944,1853,7/13/2020,25,1053150,7/19/2020
25945,1819,7/13/2020,13,110786,7/24/2020
25946,1849,7/13/2020,56,2307480,7/16/2020
25947,1786,7/13/2020,50,665300,7/24/2020
25948,1854,7/13/2020,16,47760,7/22/2020
25949,1813,7/13/2020,38,104538,7/19/2020
25950,1852,7/13/2020,3,161064,7/18/2020
25951,1822,7/13/2020,3,13833,7/18/2020
25952,1840,7/13/2020,4,80552,7/22/2020
25953,1821,7/13/2020,11,26191,7/19/2020
25954,1791,7/20/2020,9,33498,8/1/2020
25955,1812,7/20/2020,6,91110,8/2/2020
25956,1810,7/20/2020,2,13410,7/26/2020
25957,1804,7/20/2020,2,19264,7/30/2020
25958,1788,7/20/2020,22,739178,7/26/2020
25959,1796,7/20/2020,7,55496,7/30/2020
25960,1823,7/20/2020,4,64924,7/29/2020
25961,1792,7/20/2020,11,73909,7/25/2020
25962,1856,7/20/2020,1,7389,7/31/2020
25963,1824,7/20/2020,10,59680,7/28/2020
25964,1831,7/20/2020,9,153441,7/24/2020
25965,1815,7/20/2020,1,17363,7/29/2020
25966,1850,7/20/2020,7,238490,7/28/2020
25967,1829,7/20/2020,18,113148,7/30/2020
25968,1847,7/20/2020,7,44254,7/28/2020
25969,1845,7/20/2020,9,145665,7/28/2020
25970,1805,7/20/2020,10,30930,8/2/2020
25971,1851,7/20/2020,13,619034,7/29/2020
25972,1785,7/20/2020,11,185405,7/31/2020
25973,1808,7/20/2020,1,121654,7/26/2020
25974,1790,7/20/2020,19,779703,7/24/2020
25975,1789,7/20/2020,28,653184,8/3/2020
25976,1853,7/20/2020,38,1600788,7/30/2020
25977,1849,7/20/2020,15,618075,7/24/2020
25978,1817,7/20/2020,41,773055,7/27/2020
25979,1841,7/20/2020,4,89152,7/25/2020
25980,1818,7/20/2020,35,955815,7/27/2020
25981,1827,7/20/2020,25,336200,7/27/2020
25982,1813,7/20/2020,13,35763,7/26/2020
25983,1852,7/20/2020,1,53688,7/29/2020
25984,1800,7/20/2020,24,579000,8/3/2020
25985,1787,7/20/2020,11,184668,7/28/2020
25986,1822,7/20/2020,4,18444,7/28/2020
25987,1797,7/20/2020,15,59910,7/30/2020
25988,1821,7/20/2020,6,14286,7/28/2020
25989,1806,7/20/2020,6,72582,7/25/2020
25990,1810,7/27/2020,2,13410,8/7/2020
25991,1802,7/27/2020,12,42372,8/10/2020
25992,1809,7/27/2020,11,228041,8/5/2020
25993,1788,7/27/2020,30,1007970,8/1/2020
25994,1792,7/27/2020,8,53752,8/3/2020
25995,1846,7/27/2020,9,123336,8/2/2020
25996,1795,7/27/2020,14,51968,8/7/2020
25997,1831,7/27/2020,16,272784,8/5/2020
25998,1803,7/27/2020,2,11064,8/3/2020
25999,1794,7/27/2020,10,36310,7/31/2020
26000,1811,7/27/2020,3,16806,8/8/2020
26001,1848,7/27/2020,6,31554,8/1/2020
26002,1799,7/27/2020,32,991392,8/8/2020
26003,1816,7/27/2020,15,274440,8/11/2020
26004,1830,7/27/2020,12,60036,8/3/2020
26005,1832,7/27/2020,19,668990,8/2/2020
26006,1826,7/27/2020,8,26712,8/5/2020
26007,1801,7/27/2020,17,35020,8/6/2020
26008,1843,7/27/2020,4,50124,8/12/2020
26009,1828,7/27/2020,47,936522,8/10/2020
26010,1790,7/27/2020,14,574518,7/31/2020
26011,1793,7/27/2020,17,26384,7/30/2020
26012,1819,7/27/2020,13,110786,8/10/2020
26013,1849,7/27/2020,12,494460,8/4/2020
26014,1786,7/27/2020,18,239508,7/31/2020
26015,1825,7/27/2020,9,46998,8/6/2020
26016,1817,7/27/2020,18,339390,8/4/2020
26017,1854,7/27/2020,34,101490,8/1/2020
26018,1841,7/27/2020,6,133728,8/2/2020
26019,1818,7/27/2020,18,491562,8/2/2020
26020,1827,7/27/2020,5,67240,8/3/2020
26021,1813,7/27/2020,10,27510,8/1/2020
26022,1840,7/27/2020,13,261794,7/31/2020
26023,1806,7/27/2020,11,133067,8/2/2020
26024,1860,8/3/2020,26,317564,8/8/2020
26025,1798,8/3/2020,35,644000,8/9/2020
26026,1812,8/3/2020,30,455550,8/15/2020
26027,1804,8/3/2020,10,96320,8/14/2020
26028,1788,8/3/2020,21,705579,8/10/2020
26029,1796,8/3/2020,27,214056,8/6/2020
26030,1820,8/3/2020,16,203680,8/10/2020
26031,1823,8/3/2020,11,178541,8/11/2020
26032,1792,8/3/2020,19,127661,8/9/2020
26033,1863,8/3/2020,16,56288,8/10/2020
26034,1846,8/3/2020,8,109632,8/9/2020
26035,1824,8/3/2020,5,29840,8/11/2020
26036,1803,8/3/2020,2,11064,8/17/2020
26037,1794,8/3/2020,29,105299,8/11/2020
26038,1848,8/3/2020,8,42072,8/13/2020
26039,1815,8/3/2020,12,208356,8/10/2020
26040,1850,8/3/2020,51,1737570,8/13/2020
26041,1829,8/3/2020,23,144578,8/16/2020
26042,1847,8/3/2020,24,151728,8/14/2020
26043,1830,8/3/2020,4,20012,8/9/2020
26044,1832,8/3/2020,7,246470,8/12/2020
26045,1845,8/3/2020,10,161850,8/9/2020
26046,1805,8/3/2020,7,21651,8/15/2020
26047,1851,8/3/2020,65,3095170,8/9/2020
26048,1842,8/3/2020,2,24764,8/13/2020
26049,1785,8/3/2020,42,707910,8/11/2020
26050,1808,8/3/2020,1,121654,8/14/2020
26051,1790,8/3/2020,77,3159849,8/8/2020
26052,1789,8/3/2020,42,979776,8/13/2020
26053,1793,8/3/2020,7,10864,8/13/2020
26054,1853,8/3/2020,98,4128348,8/8/2020
26055,1867,8/3/2020,21,262437,8/12/2020
26056,1786,8/3/2020,22,292732,8/11/2020
26057,1869,8/3/2020,10,11350,8/7/2020
26058,1854,8/3/2020,25,74625,8/11/2020
26059,1841,8/3/2020,13,289744,8/10/2020
26060,1818,8/3/2020,5,136545,8/10/2020
26061,1827,8/3/2020,9,121032,8/16/2020
26062,1813,8/3/2020,14,38514,8/14/2020
26063,1861,8/3/2020,22,290928,8/11/2020
26064,1852,8/3/2020,13,697944,8/16/2020
26065,1800,8/3/2020,49,1182125,8/11/2020
26066,1787,8/3/2020,10,167880,8/11/2020
26067,1822,8/3/2020,9,41499,8/15/2020
26068,1797,8/3/2020,29,115826,8/12/2020
26069,1866,8/3/2020,3,39543,8/10/2020
26070,1821,8/3/2020,24,57144,8/18/2020
26071,1806,8/3/2020,2,24194,8/10/2020
26072,1791,8/10/2020,25,93050,8/16/2020
26073,1798,8/10/2020,4,73600,8/15/2020
26074,1810,8/10/2020,5,33525,8/13/2020
26075,1809,8/10/2020,6,124386,8/16/2020
26076,1788,8/10/2020,13,436787,8/13/2020
26077,1796,8/10/2020,4,31712,8/20/2020
26078,1792,8/10/2020,2,13438,8/19/2020
26079,1856,8/10/2020,8,59112,8/25/2020
26080,1795,8/10/2020,40,148480,8/19/2020
26081,1831,8/10/2020,28,477372,8/16/2020
26082,1811,8/10/2020,12,67224,8/18/2020
26083,1799,8/10/2020,36,1115316,8/18/2020
26084,1815,8/10/2020,13,225719,8/17/2020
26085,1830,8/10/2020,8,40024,8/16/2020
26086,1845,8/10/2020,6,97110,8/14/2020
26087,1826,8/10/2020,3,10017,8/22/2020
26088,1801,8/10/2020,57,117420,8/21/2020
26089,1851,8/10/2020,13,619034,8/19/2020
26090,1828,8/10/2020,43,856818,8/19/2020
26091,1790,8/10/2020,6,246222,8/17/2020
26092,1853,8/10/2020,11,463386,8/25/2020
26093,1819,8/10/2020,9,76698,8/19/2020
26094,1849,8/10/2020,52,2142660,8/16/2020
26095,1825,8/10/2020,12,62664,8/15/2020
26096,1817,8/10/2020,31,584505,8/15/2020
26097,1841,8/10/2020,2,44576,8/18/2020
26098,1818,8/10/2020,28,764652,8/18/2020
26099,1840,8/10/2020,8,161104,8/17/2020
26100,1806,8/10/2020,2,24194,8/16/2020
26101,1791,8/17/2020,3,11166,8/22/2020
26102,1798,8/17/2020,12,220800,9/1/2020
26103,1812,8/17/2020,26,394810,8/21/2020
26104,1804,8/17/2020,2,19264,8/22/2020
26105,1802,8/17/2020,1,3531,8/27/2020
26106,1809,8/17/2020,4,82924,8/22/2020
26107,1788,8/17/2020,21,705579,8/22/2020
26108,1823,8/17/2020,6,97386,8/22/2020
26109,1846,8/17/2020,9,123336,8/23/2020
26110,1824,8/17/2020,9,53712,8/23/2020
26111,1831,8/17/2020,7,119343,9/1/2020
26112,1803,8/17/2020,4,22128,8/25/2020
26113,1794,8/17/2020,12,43572,8/30/2020
