item_id,description,description_2,group_description,unit_sale_price (CLP),cost (CLP),storage_cost (CLP),stock,size_m3,cost_per_purchase
1502,coastal style collar plaid m,paseo,accesorios,7990.0,5629.0,17.0,0.0,0.001,500.0
1145,afp dog ultrasonic avestruz,juguetes,accesorios,13560.0,10393.0,33.0,2.0,0.004,500.0
1031,bow tie red (my family),placas identificacion,accesorios,17560.0,12979.0,37.0,4.0,0.001,500.0
372,padlock (my family),placas identificacion,accesorios,17560.0,12844.0,37.0,0.0,0.001,500.0
1688,monge maxi adult chicken de 12 kg,adultos,alimento,54390.0,36760.0,164.0,1.0,0.015,5150.0
357,dreamwell cama donut gris-blanca,hogar-transporte,accesorios,24990.0,17156.0,52.0,0.0,0.001,700.0
967,naxpet 30 mg x 10 comp. raza gde.,analgesico,medicamentos,12340.0,8570.0,23.0,2.0,0.0002,500.0
783,jaula cage cavie 80 grey,hogar-transporte,accesorios,62990.0,44856.0,132.0,2.0,0.001,500.0
1035,zd phantom adjustable air mesh harness large,paseo,accesorios,26400.0,20757.0,55.0,0.0,0.001,500.0
970,coastal new earth collar de soya berenjena s/m,paseo,accesorios,10490.0,7354.0,26.0,0.0,0.004,950.0
1429,parka impermeable talla 10,ropa,accesorios,6890.0,4869.0,17.0,1.0,0.004,500.0
1391,mixantip plus 15 gr,antibiotico,medicamentos,9990.0,7784.0,19.0,0.0,0.0002,500.0
1428,zeedog mahalo collar large,paseo,accesorios,12860.0,9919.0,27.0,2.0,0.001,500.0
1395,bravery chicken puppy large/medium breeds 4 kg,cachorros,alimento,24990.0,16272.0,75.0,0.0,0.015,1650.0
1588,ultimate blue leash large,paseo,accesorios,16900.0,11675.0,42.0,1.0,0.004,1400.0
1609,zeedog tuff bowl coral,comederos,accesorios,25900.0,19349.0,63.0,4.0,0.004,500.0
885,habitrail ovo loft,hogar-transporte,accesorios,89990.0,63333.0,189.0,1.0,0.001,500.0
79,dog a dent 100 grs pasta,higiene,medicamentos,10210.0,7474.0,19.0,2.0,0.0002,500.0
1172,brit care cat kitten chicken 80 grs,latas,alimento,1400.0,1085.0,4.0,4.0,0.015,3000.0
814,zd neon coral adjustable air mesh harness medium,paseo,accesorios,23900.0,17711.0,50.0,0.0,0.001,550.0
1200,pro plan sterilized cat 3kg ar,adultos,alimento,36370.0,24810.0,109.0,4.0,0.015,4600.0
671,bliss adjustable air mesh harness large,paseo,accesorios,31310.0,20630.0,66.0,0.0,0.001,750.0
1436,habitrail ovo home azul,hogar-transporte,accesorios,46990.0,37105.0,99.0,0.0,0.001,700.0
57,ultimate blue collar medium,paseo,accesorios,10900.0,7697.0,22.0,0.0,0.001,500.0
133,habitat para hamster kleo vip,enriquecimiento ambiental,accesorios,50160.0,36188.0,106.0,0.0,0.001,550.0
1140,pishio auricular,otico,medicamentos,11500.0,8715.0,22.0,0.0,0.0002,500.0
933,bravery salmon puppy large/medium breed 4 kg,cachorros,alimento,26990.0,21401.0,82.0,0.0,0.015,2150.0
1668,feliway friends repuesto mas difusor 48ml,comportamiento,medicamentos,35990.0,23432.0,67.0,1.0,0.0002,700.0
823,pro plan urinary cat carne y pollo lata 85 grs,latas medicadas,alimento,2280.0,1742.0,8.0,9.0,0.015,2750.0
504,vp tuffy ocean creature whale 7.6x20.3x30.5 cm/ts8,juguetes,accesorios,12990.0,8922.0,27.0,0.0,0.001,500.0
1660,mamadera  (kit) 59 ml.,bebederos,accesorios,8490.0,6344.0,21.0,2.0,0.004,500.0
347,zeedog prisma harness + leash set,paseo,accesorios,11860.0,9284.0,25.0,2.0,0.001,500.0
386,brit mono protein turkey 400 g,latas,alimento,3600.0,2354.0,11.0,2.0,0.015,2600.0
894,afp classic felicy ardilla,juguetes,accesorios,15990.0,12530.0,39.0,2.0,0.004,500.0
828,pawise meow life bola colores,juguetes,accesorios,3290.0,2337.0,7.0,1.0,0.001,500.0
1768,cerenia comp. 24 mg.,digestivo,medicamentos,18820.0,13128.0,35.0,0.0,0.0002,500.0
475,neptra solucion otica,otico,medicamentos,39590.0,27316.0,73.0,0.0,0.0002,500.0
1376,squeaky bounce ball large,juguetes,accesorios,25990.0,19365.0,54.0,47.0,0.001,500.0
1304,pro plan kitten pollo e higado lata 85 grs,humedo,alimento,2030.0,1366.0,6.0,0.0,0.015,2150.0
172,orchard grass hay 425gr,alfalfas,accesorios,8390.0,5754.0,18.0,1.0,0.001,500.0
1149,comedero interactivo hexágono azul,juguetes,accesorios,19590.0,14018.0,41.0,0.0,0.001,500.0
38,power ultra 5 - 10 kg,ant. ext.,medicamentos,8910.0,7120.0,17.0,16.0,0.0002,500.0
713,zd skull 2.0 collar small,paseo,accesorios,9900.0,7763.0,25.0,1.0,0.004,900.0
90,coastal lazer brite trailla rainbow hearts m 1.8m,paseo,accesorios,19590.0,14362.0,41.0,0.0,0.001,500.0
1808,pet woow dispensador de alimento,comederos,accesorios,159990.0,121654.0,391.0,,,500.0
1205,mm tirebiterii small 9.5 cm c/cuerda,juguetes,accesorios,9990.0,7219.0,21.0,1.0,0.001,500.0
875,hueso entretenido,juguetes,accesorios,7990.0,6380.0,17.0,3.0,0.001,500.0
1261,coastal lazer brite trailla lime skulls m 1.8m,paseo,accesorios,19590.0,14354.0,47.0,1.0,0.004,800.0
1093,zd army green h-harness extra small,paseo,accesorios,11900.0,8714.0,25.0,1.0,0.001,500.0
1155,purple big circle paw (my family),placas identificacion,accesorios,12300.0,8664.0,26.0,4.0,0.001,500.0
1272,brit care duck endurance 12 kg,adultos,alimento,50900.0,34476.0,154.0,2.0,0.015,1800.0
1828,kong extreme dental con cuerda,juguetes,accesorios,24990.0,19926.0,61.0,,,500.0
499,small bone aluminum purple (my family),placas identificacion,accesorios,7130.0,5149.0,15.0,1.0,0.001,500.0
338,royal canin mini puppy  2 kg fr,cachorros,alimento,18990.0,12379.0,57.0,7.0,0.015,3250.0
1188,brit care cat grain-free indoor anti-stress 7 kg,adultos,alimento,55990.0,37528.0,168.0,1.0,0.015,2500.0
28,bowl 17 cm,comederos,accesorios,4990.0,3473.0,13.0,0.0,0.004,500.0
1217,brit care gf senior & light salmon 3 kg,senior,alimento,23990.0,18388.0,73.0,7.0,0.015,4300.0
1236,arnes nacional chico a. doctor,paseo,accesorios,5690.0,4524.0,12.0,1.0,0.001,500.0
1703,afp litte buddy blanky piggy,juguetes,accesorios,16590.0,12247.0,35.0,0.0,0.001,500.0
945,black big circle  bone (my family),placas identificacion,accesorios,15490.0,10561.0,33.0,0.0,0.001,500.0
169,casa igloo small (hamster),hogar-transporte,accesorios,2090.0,1657.0,4.0,1.0,0.001,500.0
1456,nutram sound kitten 1.13 kg,cachorros,alimento,21930.0,17113.0,67.0,1.0,0.015,850.0
1197,honey leash extra small,paseo,accesorios,10900.4,8241.0,26.0,2.0,0.004,900.0
912,black big circle paw (my family),placas identificacion,accesorios,15490.0,10224.0,33.0,1.0,0.001,500.0
491,coastal fashion collar hearts,paseo,accesorios,7990.0,6058.0,19.0,1.0,0.004,1250.0
953,royal canin urinary s/o feline 1.5 kg.,medicados,alimento,20740.0,15067.0,63.0,0.0,0.015,2300.0
1097,catapet cama chiporro med. nº2,camas,accesorios,22990.0,16851.0,57.0,0.0,0.004,500.0
587,zeedog phantom h-harness extra small,paseo,accesorios,11860.0,8551.0,25.0,2.0,0.001,550.0
750,coastal new earth collar de soya fucsia xs,paseo,accesorios,9190.0,6853.0,19.0,0.0,0.001,500.0
657,hartz duraplay bone small dog toy,juguetes,accesorios,4990.0,3821.0,13.0,0.0,0.004,1250.0
234,afp travel dog arnes seguridad s,paseo,accesorios,20990.0,15836.0,44.0,2.0,0.001,550.0
732,l.w. material para nidos fibra natural,enriquecimiento ambiental,accesorios,2690.0,2033.0,6.0,0.0,0.004,700.0
1530,royal can. shn mini junior 1 kgr.,cachorros,alimento,11200.0,8786.0,34.0,7.0,0.015,4000.0
1156,pro plan urinary cat 3kg ar,adultos,alimento,36370.0,29010.0,109.0,9.0,0.015,1350.0
1375,royal canin mini puppy  8 kg fr,cachorros,alimento,59990.0,46188.0,182.0,1.0,0.015,1650.0
1526,pro plan canine veterinary diets en,adultos,alimento,39140.0,29533.0,118.0,0.0,0.015,4450.0
934,zd smash adjustable air mesh harness medium,paseo,accesorios,23900.0,16095.0,50.0,0.0,0.001,500.0
1209,zd skull 2.0 h-harness extra small,paseo,accesorios,11900.0,9340.0,25.0,0.0,0.001,500.0
1065,capa polar c/chiporro t-xl (4)  a. doctor,ropa,accesorios,7930.0,5833.0,17.0,1.0,0.001,500.0
108,brit mono protein lamb & rice 400 g,latas,alimento,3600.0,2553.0,11.0,3.0,0.015,500.0
1543,"dogit cuerdas anudadas celeste ""s""",juguetes,accesorios,2790.0,2110.0,6.0,1.0,0.001,500.0
568,ultimate blue cat collar,paseo,accesorios,4900.0,3464.0,10.0,1.0,0.001,500.0
1167,mamistop 125 gr (perro),suplemento,medicamentos,8030.0,6028.0,15.0,2.0,0.0002,500.0
1174,shampoo petever,antialergico,medicamentos,12770.0,8752.0,24.0,0.0,0.0002,500.0
890,catit filtro fuente mini 3 unid,juguetes,accesorios,4490.0,3181.0,10.0,1.0,0.001,500.0
1048,royal canin gastrointestinal lata 145grs,latas medicadas,alimento,2590.0,1903.0,8.0,0.0,0.015,2350.0
1280,pawise meow life raton,juguetes,accesorios,2990.0,2143.0,7.0,3.0,0.004,700.0
1352,zd midnight h-harness small,paseo,accesorios,13900.0,9201.0,29.0,0.0,0.001,500.0
884,capa arnè talla 4 cata pets,ropa,accesorios,16490.0,13169.0,41.0,1.0,0.004,500.0
1569,bliss h-harness medium,paseo,accesorios,16900.0,11850.0,36.0,1.0,0.001,500.0
850,zd skull 2.0 cat collar,paseo,accesorios,4900.0,3759.0,11.0,0.0,0.004,1300.0
717,dogti toallitas de limpieza ojos 70un,higiene,accesorios,7990.0,5717.0,17.0,0.0,0.001,500.0
454,afp doggies pantufla perro,juguetes,accesorios,11690.0,8084.0,25.0,2.0,0.001,500.0
264,pawise fetch it mono,juguetes,accesorios,6990.0,5149.0,17.0,1.0,0.004,1150.0
75,zeus trailla doble asa xl azul denim 1.2m,paseo,accesorios,10810.0,7442.0,22.0,0.0,0.001,500.0
1555,apf mighty rex hueso curvo,juguetes,accesorios,7990.0,5621.0,19.0,0.0,0.004,500.0
444,toallitas de limpieza aloe vera,higiene,accesorios,2960.0,2209.0,6.0,2.0,0.001,500.0
395,planet dog nooks amarillo felicidad,juguetes,accesorios,13990.0,10159.0,34.0,1.0,0.004,500.0
176,royal canin kitten sterelized pouch 85 gr,humedo,alimento,2330.0,1743.0,8.0,9.0,0.015,3950.0
1042,espuma seca ehlinger spray 265 ml,higiene,medicamentos,11870.0,8031.0,22.0,0.0,0.0002,500.0
1626,shn mini adulto 8+ 2.5 kg,adultos,alimento,24910.0,19873.0,75.0,9.0,0.015,1250.0
1666,dreamwell cama redonda woof azul 53cm,hogar-transporte,accesorios,27990.0,19961.0,59.0,0.0,0.001,550.0
1288,body cobre talla 2 ( 2 - 3 kg ),higiene,medicamentos,14500.0,10313.0,27.0,3.0,0.0002,500.0
595,monge maxi p&j chicken 1x12 kg,cachorros,alimento,59190.0,45955.0,178.0,1.0,0.015,5000.0
61,nt total gf small breed trout & salmon meal dog food 2 kg,adultos,alimento,29410.0,21272.0,88.0,1.0,0.015,1550.0
872,small bone aluminum red (my family),placas identificacion,accesorios,7130.0,4945.0,18.0,0.0,0.004,500.0
1394,royal canin kitten lata 145 gr,latas,alimento,1920.0,1475.0,6.0,17.0,0.015,2600.0
1755,pro plan reduced calorie m/l 3kg ar,adultos,alimento,29550.0,23186.0,90.0,3.0,0.015,500.0
278,poof! blue cloud chinchilla dust,higiene,accesorios,19150.0,13632.0,41.0,0.0,0.001,600.0
36,cordon amarre 10 mm a. doctor,paseo,accesorios,5390.0,3522.0,13.0,0.0,0.004,500.0
1420,small round aluminum pink (my family),placas identificacion,accesorios,7130.0,4723.0,15.0,0.0,0.001,500.0
1690,small heart aluminum light blue (my family),placas identificacion,accesorios,7130.0,4850.0,15.0,0.0,0.001,500.0
1350,honey collar medium,paseo,accesorios,10900.4,7182.0,22.0,1.0,0.001,500.0
977,alfombrilla de entrenamiento de cesped,higiene,accesorios,49990.0,32882.0,104.0,0.0,0.001,500.0
1474,pawise cama verde perros,camas,accesorios,14990.0,9807.0,37.0,1.0,0.004,500.0
738,hartz chew n clean tuff bone dog toy - large,juguetes,accesorios,7990.0,6048.0,17.0,1.0,0.001,500.0
191,zeedog ella leash large,paseo,accesorios,16840.0,11268.0,35.0,2.0,0.001,500.0
919,zeedog citrus bow-tie large,paseo,accesorios,6500.0,4979.0,13.0,0.0,0.001,500.0
456,bowl ufo,juguetes,accesorios,9990.0,7377.0,21.0,0.0,0.001,500.0
675,plato antideslizante luna / s,comederos,accesorios,3730.0,2502.0,7.0,5.0,0.001,500.0
760,coastal sublime collar flower pink s/m,paseo,accesorios,12490.0,9338.0,26.0,3.0,0.001,500.0
1691,zeedog ella h-harness extra small,paseo,accesorios,11860.0,8354.0,25.0,1.0,0.001,500.0
728,sand adjustable air mesh harness large,paseo,accesorios,26400.0,17235.0,55.0,0.0,0.001,800.0
1098,chip animall tag,acc. medicos,medicamentos,8500.0,6033.0,16.0,2.0,0.0002,500.0
825,nutrafin max peces tropicales escamas 38g,alimento exoticos,accesorios,6290.0,4855.0,13.0,0.0,0.001,500.0
616,zeus collar ajustable  s  grafito,paseo,accesorios,4190.0,3137.0,9.0,0.0,0.001,500.0
114,dingo dental stick huesitos ,snack,alimento,11990.0,8014.0,36.0,15.0,0.015,1100.0
417,cama chiporro xxl catapet,camas,accesorios,37990.0,29430.0,79.0,0.0,0.001,500.0
1783,feliway spray 60ml,comportamiento,medicamentos,33270.0,26124.0,62.0,2.0,0.0002,900.0
969,zeedog gotham collar extra small,paseo,accesorios,7870.0,5498.0,17.0,0.0,0.001,500.0
604,zeedog mahalo leash extra small,paseo,accesorios,10860.0,8042.0,22.0,1.0,0.001,500.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,56990.0,41037.0,172.0,,,500.0
89,royal canin kitten sterilised 2kg,cachorros,alimento,21900.0,16619.0,67.0,0.0,0.015,2600.0
848,big heart aluminum black (my family),placas identificacion,accesorios,7130.0,5312.0,18.0,0.0,0.004,500.0
1424,royal can. shn. medium junior 15 kgr.,cachorros,alimento,89240.0,68350.0,268.0,2.0,0.015,600.0
1789,salvaje adulto con pollo 15 kg,adultos,alimento,31990.0,23328.0,96.0,,,500.0
753,zd army green h-harness small,paseo,accesorios,13900.0,9504.0,29.0,0.0,0.001,500.0
498,rasguñador con guarida tigre,hogar-transporte,accesorios,84990.0,67796.0,177.0,2.0,0.001,500.0
1276,allerderm spot  hasta 10 kg (un),ant. ext.,medicamentos,5500.0,3652.0,11.0,2.0,0.0002,500.0
11,bolsas repuesto dispensador klint (60 b),higiene,accesorios,4030.0,2794.0,9.0,6.0,0.001,500.0
396,intense beauty pouch 85gr 12un,humedo,alimento,2330.0,1805.0,8.0,3.0,0.015,1550.0
284,zd volt adj. air mesh harness large,paseo,accesorios,26400.0,18660.0,55.0,0.0,0.001,500.0
1066,gumi juguete mastica/limpia congelable-m,juguetes,accesorios,16990.0,11435.0,42.0,3.0,0.004,900.0
1191,royal can. obesity feline 1.5 kg.,medicados,alimento,22990.0,17594.0,70.0,1.0,0.015,3900.0
1633,tx arnes para auto s 30-60 cm,paseo,accesorios,9810.0,6574.0,23.0,2.0,0.004,500.0
690,zd volt collar large,paseo,accesorios,12900.0,8784.0,27.0,0.0,0.001,500.0
1664,brit care cat senior (angel)  2 kg,senior,alimento,15900.0,11436.0,49.0,0.0,0.015,3850.0
1752,polerón con gorro verde,ropa,accesorios,19990.0,14624.0,42.0,0.0,0.001,600.0
689,allerderm spot sobre 10 kg (un),ant. ext.,medicamentos,6500.0,4679.0,12.0,0.0,0.0002,500.0
851,zeus arnes fig.h  l  rojo,paseo,accesorios,13590.0,10300.0,28.0,0.0,0.001,500.0
159,revolution perro/gato  0 - 2.5 kg,ant. ext.,medicamentos,12990.0,9919.0,24.0,16.0,0.0002,500.0
895,pink led collar small,paseo,accesorios,9900.0,7239.0,21.0,0.0,0.001,500.0
1793,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1552.0,4.0,,,500.0
257,brit care cat grain-free senior weight control 7 kg,adultos,alimento,55990.0,39696.0,168.0,1.0,0.015,5300.0
335,zeus collar ajustable  m  grafito,paseo,accesorios,5290.0,3676.0,11.0,0.0,0.001,500.0
1756,zeedog skull collar small,paseo,accesorios,8900.0,6093.0,19.0,1.0,0.001,500.0
1039,small bone aluminum black (my family),placas identificacion,accesorios,7130.0,5228.0,15.0,1.0,0.001,500.0
1015,zd bordeau h-harness small,paseo,accesorios,13900.0,9585.0,34.0,1.0,0.004,550.0
768,lw transportadora peq. animales salmon/g,hogar-transporte,accesorios,23490.0,15798.0,58.0,3.0,0.004,500.0
1635,timothy mat,alfalfas,accesorios,9840.0,7559.0,25.0,1.0,0.004,500.0
761,cuerda anudada tricolor s,juguetes,accesorios,2960.0,2025.0,6.0,0.0,0.001,500.0
1246,zeus collar ajustable l rojo,paseo,accesorios,5410.0,3993.0,13.0,0.0,0.004,1200.0
1697,drontal plus 35kg,ant. ext.,medicamentos,13950.0,9199.0,26.0,2.0,0.0002,500.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,62990.0,42126.0,190.0,,,500.0
521,adaptil kit enchufe + repuesto 48ml,comportamiento,medicamentos,39990.0,29669.0,74.0,1.0,0.0002,550.0
356,zeedog neopro bubblegum leash large,paseo,accesorios,22620.0,15450.0,47.0,1.0,0.001,550.0
1277,zd neon coral cat collar,paseo,accesorios,4900.0,3282.0,10.0,3.0,0.001,500.0
1312,zeedog gotham collar medium,paseo,accesorios,10900.0,8168.0,22.0,1.0,0.001,500.0
340,zeedog deep blue handsfree leash,paseo,accesorios,24900.0,19221.0,52.0,2.0,0.001,800.0
431,zeus arnes fig h l grafito,paseo,accesorios,13590.0,9777.0,28.0,1.0,0.001,500.0
473,zeedog blu,paseo,accesorios,9900.0,7309.0,25.0,2.0,0.004,800.0
217,cordon amarre 16 mm (largo)  a. doctor,paseo,accesorios,9590.0,7532.0,20.0,0.0,0.001,500.0
911,perfume sir dog lady 80 ml.,higiene,medicamentos,10090.0,6749.0,19.0,2.0,0.0002,500.0
1227,dogit alfombrilla educadora  medium 100u,higiene,accesorios,38990.0,27540.0,82.0,0.0,0.001,800.0
1497,zeedog tuff bowl black,comederos,accesorios,25900.0,18861.0,54.0,1.0,0.001,650.0
1011,small bone aluminum pink (my family),placas identificacion,accesorios,7130.0,4711.0,15.0,0.0,0.001,500.0
1819,simparica antiparasitario 40 mg,antiparasitarios,medicamentos,10990.0,8522.0,21.0,,,500.0
93,arnes de paseo mediano g.a,paseo,accesorios,8390.0,5776.0,18.0,0.0,0.001,500.0
1008,coastal lazer brite collar galaxy s/m,paseo,accesorios,10490.0,6828.0,22.0,1.0,0.001,500.0
1092,lm soother green for dog,higiene,accesorios,9990.0,6547.0,21.0,1.0,0.001,500.0
1488,coastal lazer brite collar pink multi flowers l,paseo,accesorios,15990.0,11643.0,39.0,0.0,0.004,1050.0
1308,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
696,zeedog mahalo adjustable air mesh harness small,paseo,accesorios,19300.0,14998.0,41.0,2.0,0.001,500.0
1849,royal alimento seco gato 7.5 kg,adultos,alimento,54990.0,41205.0,134.0,,,500.0
996,coastal comfort soft arnes lima s,paseo,accesorios,18990.0,13064.0,39.0,1.0,0.001,500.0
153,zd neon coral collar medium,paseo,accesorios,10900.0,8395.0,26.0,1.0,0.004,1100.0
1099,cat love rasguðador  rampa ,enriquecimiento ambiental,accesorios,17990.0,11837.0,38.0,3.0,0.001,550.0
1612,ehlimoato,ant. ext.,medicamentos,11370.0,8972.0,21.0,1.0,0.0002,500.0
1867,living world alimento seco cuy,adultos,alimento,15990.0,12497.0,34.0,,,500.0
789,hueso masticable con textura,juguetes,accesorios,17990.0,14030.0,38.0,9.0,0.001,500.0
580,body gato 00 verde,ropa,accesorios,17590.0,12201.0,37.0,2.0,0.001,500.0
703,zd neon coral leash large,paseo,accesorios,16900.0,11892.0,36.0,1.0,0.001,500.0
1295,lw set arnes y correa peq animales  m ,paseo,accesorios,10790.0,8446.0,22.0,0.0,0.001,500.0
1563,calefactor aut. 100w - boyu,calefactores,accesorios,13600.0,10361.0,28.0,1.0,0.001,500.0
1260,nutrafin max peces agua fria escamas 38g,alimento exoticos,accesorios,5790.0,4213.0,12.0,0.0,0.001,500.0
487,electrovet soluc oral 500ml,suplemento,medicamentos,8530.0,5770.0,16.0,1.0,0.0002,500.0
559,royal canin baby dog milk 400gr,suplementos,alimento,26910.0,18671.0,82.0,2.0,0.015,2550.0
1141,rostrum otico x 15ml gotas,antibiotico,medicamentos,12320.0,9661.0,23.0,1.0,0.0002,500.0
1119,"planet dog diamond plate ball silver ""l""",juguetes,accesorios,18990.0,13908.0,39.0,0.0,0.001,500.0
801,ofloxacino 0.3 x 10 ml.,ocular,medicamentos,19000.0,13168.0,35.0,1.0,0.0002,500.0
512,bow tie black (my family),placas identificacion,accesorios,17560.0,11794.0,43.0,0.0,0.004,1250.0
633,paracan plus x 1 comp,ant. interno,medicamentos,1700.0,1347.0,4.0,186.0,0.0002,500.0
1383,fancy feast tartare atun 85 g,latas,alimento,900.0,693.0,3.0,3.0,0.015,3000.0
1673,nutram sound balanced wellness puppy food 2kg,cachorros,alimento,21570.0,16626.0,65.0,2.0,0.015,500.0
790,zd ella adjustable air mesh harness extra small,paseo,accesorios,15100.0,10457.0,37.0,1.0,0.004,1550.0
116,zeedog gotham h-harness small,paseo,accesorios,13850.0,9351.0,29.0,0.0,0.001,550.0
1786,nath adulto maxi sabor pollo y arroz integral,adultos,alimento,19990.0,13306.0,60.0,,,500.0
1081,perfume sir dog musk 80 ml.,higiene,medicamentos,10150.0,7722.0,19.0,0.0,0.0002,500.0
830,tramadol iny. dosis 0.5,analgesico,medicamentos,790.0,528.0,2.0,21.0,0.0002,500.0
119,torre árbol con casa gatos premium,hogar-transporte,accesorios,89990.0,66926.0,189.0,0.0,0.001,1450.0
656,synulox 250 mg,antibiotico,medicamentos,15110.0,10706.0,28.0,53.0,0.0002,500.0
1780,blocks leash large,paseo,accesorios,16900.4,12163.0,36.0,1.0,0.001,500.0
635,ehliquantel sobre x 1 comp. (ant.),ant. interno,medicamentos,1770.0,1259.0,4.0,110.0,0.0002,500.0
369,brit care cat grain-free senior weight control 2 kg,adultos,alimento,17990.0,12404.0,55.0,1.0,0.015,1450.0
655,proplan puppy pollo y arroz 370grs,humedo,alimento,4170.0,3204.0,13.0,0.0,0.015,4550.0
822,big bone aluminum light blue (my family),placas identificacion,accesorios,7130.0,4923.0,15.0,0.0,0.001,500.0
866,small round aluminum red (my family),placas identificacion,accesorios,7130.0,5327.0,18.0,1.0,0.004,500.0
46,collar con smart id para retro blue m,paseo,accesorios,13900.0,10505.0,29.0,2.0,0.001,500.0
1373,coastal style collar resolve m,paseo,accesorios,9290.0,7416.0,23.0,0.0,0.004,1250.0
1602,zeus arnes fig.h  xl  grafito,paseo,accesorios,17790.0,13660.0,37.0,0.0,0.001,500.0
991,royal renal lp mod. 170 grs. (lata),latas medicadas,alimento,4560.0,3039.0,14.0,0.0,0.015,500.0
876,zd army green soft-walk harness medium,paseo,accesorios,18900.0,13830.0,39.0,1.0,0.001,500.0
1219,small heart aluminum pink (my family),placas identificacion,accesorios,7130.0,5058.0,18.0,0.0,0.004,650.0
1869,fish sticks,adultos,alimento,1550.0,1135.0,3.0,,,500.0
4,galgovet,ant. ext.,medicamentos,1990.0,1341.0,4.0,2.0,0.0002,500.0
1003,brit care cat grain-free haircare healthy & shiny coat 7 kg,adultos,alimento,55990.0,40209.0,168.0,2.0,0.015,3400.0
1615,gumi juguete mastica/limpia congelable-s,juguetes,accesorios,11990.0,8449.0,29.0,0.0,0.004,600.0
263,alfombrilla 14 unid,higiene,accesorios,4990.0,3311.0,13.0,0.0,0.004,1050.0
1472,brit care gf adult salmon 1 kg,adultos,alimento,8190.0,5606.0,26.0,4.0,0.015,2800.0
443,bravery chicken mini adult small breeds 7 kg,adultos,alimento,35990.0,27993.0,109.0,0.0,0.015,3800.0
1002,brit care cat fillets in gravy with savory salmon 85 g,humedo,alimento,2200.0,1606.0,8.0,0.0,0.015,1700.0
1077,pink big circle bone (my family),placas identificacion,accesorios,15490.0,12147.0,33.0,0.0,0.001,500.0
837,previcox 57 mg x  10 comp,analgesico,medicamentos,22270.0,15454.0,41.0,0.0,0.0002,500.0
1676,body cobre talla 0,ropa,medicamentos,13500.0,9588.0,25.0,3.0,0.0002,500.0
1365,puzzle twister nivel 3,juguetes,accesorios,35990.0,25253.0,76.0,16.0,0.001,850.0
313,previcox 227mgx10c0mp,analgesico,medicamentos,31180.0,20287.0,58.0,1.0,0.0002,500.0
149,le salon esse. corta uða alicate s/cat,grooming,accesorios,8590.0,5755.0,18.0,0.0,0.001,500.0
1148,coastal sublime collar purple l,paseo,accesorios,16990.0,12151.0,36.0,0.0,0.001,500.0
1213,rabbit ear cleaning solution 4 oz,higiene,accesorios,14290.0,10771.0,30.0,2.0,0.001,500.0
574,afp treat hider ardilla,juguetes,accesorios,16990.0,11111.0,42.0,1.0,0.004,1000.0
50,afp modern cat surf,juguetes,accesorios,5390.0,4060.0,11.0,0.0,0.001,500.0
1455,advocate 1 x o.8,ant. ext.,medicamentos,24990.0,18818.0,46.0,6.0,0.0002,550.0
726,zd army green collar small,paseo,accesorios,9900.0,6740.0,25.0,0.0,0.004,500.0
1377,coastal lazer brite collar pink multi flowers xs,paseo,accesorios,6990.0,4815.0,14.0,0.0,0.001,500.0
1115,royal recovery rs 165 grs. (lata),latas medicadas,alimento,3280.0,2534.0,11.0,0.0,0.015,2500.0
1166,royal can  vet cat  young female  s/o 3.5 kilo,adultos,alimento,42480.0,31645.0,127.0,5.0,0.015,5750.0
470,brit care senior lamb & rice 3 kg,senior,alimento,16990.0,11316.0,52.0,0.0,0.015,1150.0
971,happy home educador sanitario 230 ml.,higiene,accesorios,6490.0,4625.0,13.0,1.0,0.001,500.0
653,toallitas perfumadas clorhexidina perro y gato,higiene,accesorios,5990.0,4067.0,12.0,1.0,0.001,500.0
399,zeedog atlanta leash small,paseo,accesorios,13850.0,10500.0,29.0,2.0,0.001,600.0
511,royal can. renal canine 2.0 kg.,medicados,alimento,26130.0,18071.0,78.0,3.0,0.015,950.0
320,pack michi,adultos,accesorios,57990.0,43250.0,121.0,2.0,0.001,500.0
19,brit pate & meat duck 800 gr,latas,alimento,6500.0,4978.0,19.0,3.0,0.015,2400.0
684,zeus arnes fig.a  m  fucsia,paseo,accesorios,10990.0,8214.0,27.0,2.0,0.004,1250.0
35,bravery salmon mini adult small breeds 7 kg,adultos,alimento,44990.0,35975.0,136.0,5.0,0.015,1850.0
902,catapet cama chiporro gde. nº3,camas,accesorios,26990.0,19617.0,57.0,0.0,0.001,750.0
827,black & tan dachshund (my family),placas identificacion,accesorios,13330.0,9464.0,28.0,0.0,0.001,500.0
1681,zd army green adjustable air mesh harness medium,paseo,accesorios,47400.0,33332.0,115.0,2.0,0.004,500.0
407,afp furry ball flufer naranjo,juguetes,accesorios,4690.0,3227.0,11.0,0.0,0.004,500.0
920,brit care cat grain-free indoor anti-stress 2 kg,adultos,alimento,17990.0,13278.0,55.0,0.0,0.015,2900.0
537,eukanuba puppy small breed 2  kg,cachorros,alimento,19160.0,12520.0,59.0,2.0,0.015,2850.0
